pole_id,height_id,hyper_pca_0_mean,hyper_pca_0_std,hyper_pca_1_mean,hyper_pca_1_std,hyper_pca_2_mean,hyper_pca_2_std
0,0,-0.0055704396,0.0052787266,3.2813983e-05,0.0012709718,-0.00017505797,0.0011034383
0,1,-0.005976253,0.005698933,3.1883836e-05,0.0014377531,-0.00014664933,0.0010263738
0,2,-0.005897453,0.005782338,3.3044395e-05,0.0014334439,-0.00012671882,0.0010368279
0,3,-0.005712676,0.0058277035,3.2529733e-05,0.0013885857,-8.45352e-05,0.0010542963
0,4,-0.0049040643,0.005627383,-3.217419e-05,0.0012547973,2.9380675e-05,0.0010781565
0,5,-0.0040853056,0.0053250403,-5.4331173e-05,0.0012509824,7.434328e-05,0.0011643631
0,6,0.0011471324,0.00586185,-0.00020918662,0.0017318673,6.68705e-05,0.0015145823
0,7,0.0060731913,0.00564192,-0.00017905953,0.0037498218,0.0003363641,0.0017099027
0,8,0.00790405,0.011873652,0.00032772124,0.0051639453,0.00011833137,0.0035070423
0,9,0.01702481,0.02822725,3.0373583e-05,0.0026050268,-0.00010740629,0.004592479
30,0,0.00021797168,0.0012300297,0.00016118899,0.00013990719,0.000115506584,0.00016838244
30,1,0.0002159793,0.0012315747,0.00016587385,0.00013440609,0.00011708509,0.00016518483
30,2,0.00021597865,0.001231575,0.0001658772,0.00013440798,0.00011708798,0.00016518046
30,3,0.00018590638,0.001203982,0.00017421551,0.00017270303,0.00012595029,0.0001860495
30,4,0.00022668386,0.001217144,0.00014397396,0.00016928963,0.00011108899,0.0001783052
30,5,-0.00022505183,0.0013944309,0.00027733343,0.00064335763,0.00016321568,0.00030340496
30,6,-0.00032934666,0.001715622,0.00033246842,0.0009923684,0.0001392453,0.0003629779
30,7,0.00013714291,0.0010061896,-0.00025429967,0.00072998967,0.0001221121,0.00029180906
30,8,-9.415895e-06,0.0017239429,-0.0005389266,0.0011709151,-0.00010844506,0.00058912917
30,9,-0.0006378001,0.0065384987,-0.0006278367,0.0010030802,-0.0009015526,0.0015470155
41,0,-0.00047042203,0.0015307078,0.00020714682,0.0003821826,-0.00028998096,0.0004270324
41,1,-0.0009519178,0.004503869,0.00033522455,0.0011769737,-0.0002958881,0.0008124994
41,2,-0.0011366075,0.0037404008,0.0002482697,0.0010582359,-0.0002649527,0.0006986278
41,3,-0.0002549295,0.0045261765,0.0004619251,0.0014518935,-0.00024760727,0.00086208485
41,4,-0.00040622815,0.0014698171,0.00017867512,0.00034404392,-0.00027144424,0.00040441277
41,5,-0.00028631176,0.001486234,0.00015362812,0.0003464603,-0.00027415206,0.00042089564
41,6,-0.00025615378,0.0011355303,1.4457009e-05,0.00028498552,-0.00019149546,0.0003072938
41,7,0.00036835246,0.0012362789,-0.0003173041,0.0005244447,0.00012761891,0.00038091477
41,8,0.0014428811,0.0023912264,-0.00039933066,0.0011223226,0.00054106547,0.0009878689
41,9,0.001949346,0.003930082,-0.0008871442,0.0018283483,0.0011706566,0.0020795348
6,0,-6.7884845e-05,0.0010254048,-0.0002773013,0.000120004916,1.462154e-05,9.5059055e-05
6,1,-6.562191e-05,0.0010147804,-0.0002527585,0.00015466749,9.503184e-06,9.187347e-05
6,2,-7.7754165e-05,0.0010178994,-0.0002561393,0.00016368422,1.725239e-05,9.270284e-05
6,3,-7.582875e-05,0.0010096487,-0.00024465643,0.00014322817,2.364002e-05,8.707626e-05
6,4,-0.00010774024,0.00073936256,0.00055483816,0.0010242416,2.3402383e-05,0.00025402254
6,5,0.00019609668,0.000644693,0.0008871383,0.0010840801,-8.3535146e-05,0.00039653474
6,6,-0.0001338385,0.0008599961,0.00011566872,0.0005702177,1.0867214e-05,0.00021571011
6,7,0.0003004343,0.0011409197,0.00018526035,0.0005442221,5.7086105e-05,0.00035802828
6,8,0.000400652,0.0016574551,0.0005978368,0.0009152638,4.1353152e-05,0.00045695866
6,9,-0.0003676477,0.005210511,-0.0013099469,0.0006450929,-0.00011291031,0.00038243964
5,0,0.00018367608,0.00076007575,4.234835e-05,0.00023211005,8.144736e-06,0.000105224884
5,1,0.0001450898,0.00070077594,5.4941396e-05,0.00021281507,5.474713e-06,8.1906976e-05
5,2,0.00019866001,0.00059910974,-2.526124e-05,0.00041251513,2.2189644e-05,0.00011530941
5,3,0.00017884182,0.00065631187,-7.809975e-05,0.00060461333,6.7428928e-06,0.00017232928
5,4,-0.00012482317,0.0011113206,-0.00021511492,0.00067430286,-8.229545e-06,0.00022112012
5,5,2.6347638e-05,0.00078031956,7.3457e-05,0.00027334728,1.4848217e-06,8.120989e-05
5,6,-5.5197066e-05,0.0010576426,6.151646e-06,0.00037584468,-1.8385084e-05,0.00022472047
5,7,-0.000112092406,0.00091002724,1.8692954e-05,0.00029950423,9.0578405e-06,0.0001102459
5,8,-0.00012277487,0.0013796848,-1.5828877e-05,0.00026293637,0.00010381601,0.0006529584
5,9,-0.00031724226,0.008573943,0.00013910998,0.0030233436,-0.000129926,0.0011178344
