,id,hole_ratio_0_degrees,hole_ratio_90_degrees,hole_ratio_180_degrees,hole_ratio_270_degrees
0,0,0.028814099741433508,0.014548630221354088,0.030535099293199523,0.016561578280415785
1,30,0.013572002606125877,0.03783168425213756,0.04018571805529098,0.02668738739368499
2,41,0.053558586717352266,0.035963691050601994,0.05671983170418339,0.017750782534126396
3,6,0.029825133050939503,0.020702484539512817,0.01796295691478577,0.023243521766315865
4,5,0.031583867416624514,0.04228702000594746,0.022656896760225528,0.018412870254001505
