,id,kernel_6_mean_0_degrees,kernel_6_std_0_degrees,kernel_6_mode_0_degrees,kernel_6_mean_90_degrees,kernel_6_std_90_degrees,kernel_6_mode_90_degrees,kernel_6_mean_180_degrees,kernel_6_std_180_degrees,kernel_6_mode_180_degrees,kernel_6_mean_270_degrees,kernel_6_std_270_degrees,kernel_6_mode_270_degrees
0,0,0.24175279615128123,0.1591032395124475,0.035,0.24445203640502622,0.15891676928355936,0.175,0.28330127243607056,0.16706733356166573,0.215,0.2249881287897335,0.18447261661348205,0.07500000000000001
1,30,0.27541654613478267,0.18421568558037726,0.045,0.3916897370849538,0.2234707886669709,0.315,0.3893645346406807,0.24928143130231095,0.08499999999999999,0.3308344188264245,0.1987422905262,0.065
2,41,0.24285531592745255,0.1654383114938355,0.155,0.27190754264342365,0.1799827242226296,0.175,0.24720360216333573,0.17197411220749886,0.08499999999999999,0.24788220717174167,0.1753493769747029,0.07500000000000001
3,6,0.3112624327200935,0.1974977978489252,0.055,0.22246421947925493,0.1369442538069627,0.055,0.32942373169751576,0.20587721470474205,0.11499999999999999,0.2891843065679821,0.1941972921504217,0.10500000000000001
4,5,0.275419475458881,0.17648208234349558,0.08499999999999999,0.28355850265468313,0.18923660652690863,0.11499999999999999,0.2913608025322476,0.17712427193644284,0.095,0.2946510093694415,0.1991556192838573,0.135
