pole_id,height_id,kernel_1_mean,kernel_1_std,kernel_1_max,kernel_1_min
0,0,0.10853507,0.039556343,0.16788124,0.0
0,1,0.14152193,0.024581922,0.18186906,0.096895754
0,2,0.16228844,0.029388811,0.22534147,0.112968154
0,3,0.14962353,0.032831144,0.20485081,0.09624287
0,4,0.13479261,0.032087546,0.19688657,0.07875859
0,5,0.1311034,0.020934349,0.17822286,0.09409937
0,6,0.12964396,0.014986564,0.16543035,0.09166761
0,7,0.14023851,0.020496404,0.18519247,0.09699264
0,8,0.14742985,0.020514706,0.19245297,0.11331167
0,9,0.091059215,0.049933653,0.1889239,0.0
30,0,0.08803408,0.03844998,0.19797406,0.0
30,1,0.14496244,0.039366562,0.21223208,0.071734786
30,2,0.1731318,0.02363056,0.22036502,0.11893766
30,3,0.17032465,0.013160401,0.20324162,0.1384354
30,4,0.16041444,0.018426647,0.20454188,0.12097022
30,5,0.1484214,0.036616433,0.22781876,0.08584983
30,6,0.15581357,0.027920377,0.2227898,0.108170256
30,7,0.17807631,0.031477056,0.2563372,0.12393784
30,8,0.18818623,0.04608944,0.28979355,0.12491873
30,9,0.13252693,0.069808856,0.25591192,0.0
41,0,0.141248,0.052527558,0.23201197,0.0
41,1,0.19514307,0.035004444,0.26442206,0.11134973
41,2,0.19420815,0.032199092,0.26054597,0.14219086
41,3,0.15935859,0.026802264,0.21264729,0.09214063
41,4,0.14703126,0.03627586,0.2260953,0.09098877
41,5,0.12449128,0.030825756,0.18217665,0.07759747
41,6,0.11871887,0.019727109,0.1852984,0.08359739
41,7,0.12047666,0.019957023,0.16873622,0.0844693
41,8,0.12500603,0.033676732,0.19854468,0.068889104
41,9,0.07167737,0.03500016,0.14221063,0.0
6,0,0.13754973,0.059796177,0.22587529,0.0
6,1,0.20662408,0.031234866,0.28476202,0.1269709
6,2,0.20361489,0.023740299,0.25143647,0.15705968
6,3,0.18859033,0.028007604,0.23818353,0.12866455
6,4,0.15928781,0.03889448,0.22223805,0.08966316
6,5,0.17551205,0.031399287,0.23631603,0.10915089
6,6,0.15238674,0.029263267,0.19933875,0.09704188
6,7,0.13208075,0.033040684,0.19906309,0.074078634
6,8,0.12931485,0.03496399,0.21589153,0.084129244
6,9,0.10463282,0.049680512,0.1953116,0.0
5,0,0.09754482,0.047215544,0.19665894,0.0
5,1,0.15688828,0.031594817,0.21054357,0.10172993
5,2,0.14989768,0.044152487,0.21696104,0.08157122
5,3,0.14003344,0.031621825,0.22062877,0.08772756
5,4,0.14291994,0.05140569,0.26040775,0.075828955
5,5,0.15464069,0.047227427,0.2734862,0.08496104
5,6,0.14904755,0.050161388,0.2649146,0.07081682
5,7,0.16466011,0.059804447,0.2801925,0.06870441
5,8,0.15927061,0.050075337,0.26939854,0.09015041
5,9,0.10991476,0.057066783,0.24300843,0.0
