pole_id,height_id,diameter_mean,diameter_std,diameter_mode
0,0,0.19233123818566406,0.009097218124695916,0.19035497680125069
0,1,0.19379373641634537,0.007771484785555389,0.19179046954248918
0,2,0.1901815087463526,0.006301824272598379,0.19053223972505354
0,3,0.18136998693414533,0.02925656858699603,0.18775987228829316
0,4,0.18199513428990585,0.026477986460225682,0.18634348970233208
0,5,0.1841751069733829,0.02368510654656735,0.1866397667328872
0,6,0.18035180108731053,0.014175862191733158,0.1835280095884058
0,7,0.1770189535058356,0.01133287514285162,0.1791885836013477
0,8,0.1797974127945096,0.013771914060043628,0.1796076803606568
0,9,0.17647465856537206,0.02212029394795751,0.18149758876752614
30,0,0.2314225682297724,0.035068132450884956,0.22993505796134228
30,1,0.21707090023720732,0.029565417639993825,0.22413759008598289
30,2,0.2144085887986968,0.037701075540092166,0.22111024270323423
30,3,0.2140000587474066,0.02964949352232893,0.21919185122159995
30,4,0.20790862347864292,0.040266633280096074,0.21837125135529784
30,5,0.21502802171431457,0.011016183298240325,0.21374126434421964
30,6,0.21225754827204732,0.01785716763721602,0.21570117256538296
30,7,0.20246491621329202,0.04232487015708548,0.2147050002796227
30,8,0.21264091927414197,0.027737785112331933,0.21694772731214898
30,9,0.18578968680538935,0.05695442944691222,0.20594057841094862
41,0,0.2349504810135357,0.01563476950935186,0.239707521447228
41,1,0.23605499175143288,0.044184037001145864,0.24042120397518335
41,2,0.23388150984289993,0.042549753739199794,0.2397938597970004
41,3,0.22186310941648113,0.029286833030534313,0.21915270530413872
41,4,0.21004481198860797,0.03170671083961156,0.21415943672694931
41,5,0.20850294044755047,0.012027117890558443,0.2140172150628633
41,6,0.1947442176463411,0.03666247871893758,0.20503259024170276
41,7,0.2038555639143349,0.014258650665436289,0.2047705619759172
41,8,0.19332767753356866,0.023132331506206565,0.1984717583184446
41,9,0.19272629869554136,0.013908204306763665,0.19511199052151026
6,0,0.21718898819712193,0.029845764827589463,0.22089336905396237
6,1,0.2093493392863559,0.04254853728951807,0.21572587740140128
6,2,0.21013888051348842,0.03201191452366112,0.21121983033338226
6,3,0.19947710216344125,0.0414780346177269,0.20780144156934613
6,4,0.1988382454476472,0.02605806685616735,0.20284375024809498
6,5,0.2052617029404591,0.023358766955528677,0.2091029446655959
6,6,0.21431792999967686,0.03407473556907128,0.22192116566162745
6,7,0.21908360566778057,0.005541470499320989,0.22090607996038056
6,8,0.21462101908565065,0.00711401362870302,0.21728215200364248
6,9,0.20788769379319094,0.021457084593728377,0.21131782845904362
5,0,0.18865458789105247,0.01700075652194317,0.18421522348165284
5,1,0.1949995557940361,0.013996477455856122,0.19968155785828248
5,2,0.18899653682360168,0.02975376822934711,0.19804377330782147
5,3,0.18697350099264132,0.02591290973546292,0.1910885021116004
5,4,0.19048677668750094,0.029650436123398557,0.19576466547358037
5,5,0.20194148935394152,0.02322701462691843,0.20773456169160992
5,6,0.20400736450687038,0.027445541474246216,0.20839967871114043
5,7,0.20478757231769631,0.013969509438659768,0.20837660591155208
5,8,0.20195543888728681,0.012088151341526342,0.20402753841293855
5,9,0.17839076488635164,0.04646204525741475,0.2003508651343596
