pole_id,height_id,kernel_7_mean,kernel_7_std,kernel_7_max,kernel_7_min
0,0,0.11549023,0.11643656,0.557165,0.0
0,1,0.0711014,0.017977726,0.1188313,0.041432306
0,2,0.06548666,0.014597988,0.11958939,0.03907849
0,3,0.07897845,0.026340755,0.14551811,0.043543123
0,4,0.058627184,0.018709186,0.107197784,0.020709202
0,5,0.051934794,0.016687872,0.092053965,0.023678113
0,6,0.06424028,0.010728122,0.08683294,0.04009306
0,7,0.07484379,0.025270214,0.151369,0.034972847
0,8,0.077679336,0.02941641,0.16812992,0.031061614
0,9,0.080139086,0.06018061,0.26752687,0.0
30,0,0.09565343,0.08066035,0.42395294,0.0
30,1,0.06754529,0.019145112,0.11427151,0.03503872
30,2,0.06838274,0.01661272,0.104194656,0.02873304
30,3,0.08624052,0.03195492,0.15702614,0.02906593
30,4,0.09829088,0.031018898,0.19755015,0.04524047
30,5,0.100722924,0.024595942,0.15887085,0.054203518
30,6,0.09728671,0.037116732,0.23900013,0.05056733
30,7,0.08600055,0.026038606,0.14544639,0.04250134
30,8,0.086619966,0.025901662,0.14916754,0.04381931
30,9,0.09879787,0.04943096,0.3060987,0.0
41,0,0.08852808,0.08135737,0.4534285,0.0
41,1,0.06607639,0.026155056,0.12601301,0.020376131
41,2,0.060965452,0.031656682,0.13755971,0.016264632
41,3,0.067272976,0.03563813,0.1409105,0.02209893
41,4,0.060306843,0.03148165,0.12580624,0.014878703
41,5,0.06996029,0.039810814,0.17387596,0.025979405
41,6,0.084282726,0.052674823,0.24141043,0.017370451
41,7,0.076632164,0.04514314,0.20443417,0.020803303
41,8,0.08476755,0.04925605,0.21173848,0.018508298
41,9,0.06503287,0.03888478,0.17661443,0.0
6,0,0.08146858,0.06512642,0.32329556,0.0
6,1,0.05676338,0.025046736,0.115694195,0.020293863
6,2,0.057478085,0.028171482,0.14548406,0.026231425
6,3,0.0636711,0.035742898,0.16676643,0.026809245
6,4,0.059954844,0.018796876,0.11252117,0.031882852
6,5,0.0583794,0.016962774,0.09983069,0.027488366
6,6,0.04581082,0.014204195,0.09796989,0.02548514
6,7,0.047416504,0.015186074,0.07782329,0.016741505
6,8,0.04260872,0.014616808,0.073347315,0.019114787
6,9,0.045907408,0.03135409,0.16883083,0.0
5,0,0.10133095,0.09888774,0.66732347,0.0
5,1,0.04817034,0.021250494,0.09128966,0.013511642
5,2,0.047529817,0.02564705,0.09260145,0.01314473
5,3,0.051030394,0.028940761,0.110508025,0.013875094
5,4,0.057071142,0.032215558,0.11542514,0.017484164
5,5,0.06780699,0.04048808,0.17667982,0.02128043
5,6,0.06509329,0.04119568,0.18082689,0.017112406
5,7,0.052570514,0.027133895,0.10897004,0.014957191
5,8,0.048134945,0.029260159,0.10178511,0.01233963
5,9,0.05769351,0.042204462,0.22171402,0.0
