pole_id,height_id,kernel_12_mean,kernel_12_std,kernel_12_max,kernel_12_min
0,0,0.26440322,0.092278376,0.4414507,0.0
0,1,0.18111822,0.053766936,0.28222638,0.097243056
0,2,0.17419857,0.06606998,0.29143888,0.08835759
0,3,0.20676866,0.07055305,0.30312154,0.103110895
0,4,0.23197928,0.0651488,0.34143537,0.12091698
0,5,0.28856388,0.05125992,0.35935685,0.19666605
0,6,0.33962607,0.017813653,0.36739737,0.29378062
0,7,0.38057423,0.033862848,0.4546097,0.337849
0,8,0.38627365,0.060727596,0.46527833,0.2069171
0,9,0.21349698,0.08380438,0.37771052,0.0
30,0,0.38756475,0.1799078,0.63506246,0.0
30,1,0.25525826,0.14527522,0.5201014,0.056416314
30,2,0.18898822,0.13031471,0.4347376,0.05484403
30,3,0.17739949,0.088602066,0.3589119,0.07116178
30,4,0.17981906,0.031256292,0.25861132,0.104126334
30,5,0.21798584,0.031840164,0.30350712,0.15859994
30,6,0.309959,0.040493023,0.3905543,0.21775451
30,7,0.41066548,0.034921333,0.48241165,0.349981
30,8,0.39792538,0.077663146,0.48320895,0.1893304
30,9,0.18706071,0.092538826,0.41045603,0.0
41,0,0.2480233,0.11832729,0.5287702,0.0
41,1,0.306065,0.07217157,0.4560514,0.21433116
41,2,0.30692756,0.078296416,0.45631662,0.18696144
41,3,0.25059327,0.048454434,0.37807035,0.18161598
41,4,0.19206764,0.0413826,0.27463248,0.10597558
41,5,0.20415477,0.070357375,0.31960067,0.10738727
41,6,0.23779076,0.09825644,0.39749485,0.09337571
41,7,0.2776952,0.09936288,0.4156809,0.107029594
41,8,0.29308408,0.0657177,0.4201972,0.15525094
41,9,0.34213668,0.111503765,0.4926213,0.0
6,0,0.19424395,0.077692,0.34147608,0.0
6,1,0.4279832,0.07692881,0.64663625,0.21307378
6,2,0.477663,0.15993327,0.7675191,0.22932568
6,3,0.3432921,0.16381453,0.7536788,0.13181156
6,4,0.1445042,0.040617853,0.256023,0.09831825
6,5,0.17963518,0.04809596,0.30664825,0.10348196
6,6,0.27014866,0.1038054,0.41095635,0.106313944
6,7,0.2742421,0.10058329,0.40742728,0.10568352
6,8,0.24731076,0.06296927,0.34113255,0.13462609
6,9,0.1899522,0.073828995,0.328107,0.0
5,0,0.19733383,0.12688132,0.44031045,0.0
5,1,0.35783827,0.06914471,0.4516381,0.17454337
5,2,0.36780852,0.088128045,0.49380434,0.18447188
5,3,0.3518816,0.13681518,0.5500289,0.1477685
5,4,0.2954949,0.10332491,0.53502095,0.15993297
5,5,0.21351342,0.03602197,0.27848616,0.14920634
5,6,0.19849396,0.038157344,0.2728903,0.14549974
5,7,0.18622336,0.026077714,0.25410932,0.15252948
5,8,0.19204183,0.05010389,0.26624483,0.11074686
5,9,0.14957765,0.07575988,0.32876024,0.0
