pole_id,height_id,kernel_6_mean,kernel_6_std,kernel_6_max,kernel_6_min
0,0,0.17978962,0.075815804,0.47685552,0.0
0,1,0.14452732,0.02998498,0.18544823,0.08103148
0,2,0.14683618,0.030444909,0.19623509,0.081390545
0,3,0.17091747,0.050875053,0.2642619,0.08869015
0,4,0.16915132,0.04108245,0.25599566,0.09869818
0,5,0.1991513,0.026607169,0.23857369,0.1358682
0,6,0.23210178,0.024736643,0.28534663,0.18090206
0,7,0.26827672,0.040517777,0.3939148,0.1974955
0,8,0.2915098,0.04364457,0.3887446,0.1304673
0,9,0.20021568,0.06714594,0.35699785,0.0
30,0,0.31760642,0.14314078,0.624388,0.0
30,1,0.22786637,0.115632266,0.43260646,0.094365366
30,2,0.19987768,0.098550946,0.39809003,0.10125889
30,3,0.19024874,0.06984266,0.34085438,0.08579753
30,4,0.19242418,0.03353428,0.24761578,0.09720023
30,5,0.22286837,0.025458336,0.28699714,0.16235292
30,6,0.26338232,0.050096598,0.41346583,0.18040873
30,7,0.3569701,0.04556276,0.428534,0.27732202
30,8,0.36179015,0.07396789,0.43997487,0.1644414
30,9,0.2558097,0.0973312,0.41834542,0.0
41,0,0.20685412,0.05693771,0.36971807,0.0
41,1,0.26469603,0.05032783,0.3898089,0.17821819
41,2,0.25106305,0.04741481,0.3771897,0.1788786
41,3,0.22633123,0.029561104,0.31701326,0.14695786
41,4,0.18283859,0.036031168,0.24672285,0.10623122
41,5,0.20205459,0.046700235,0.30449817,0.114747025
41,6,0.19855326,0.058592368,0.31689456,0.112983055
41,7,0.20696999,0.049712073,0.28922445,0.09846537
41,8,0.21773182,0.05786333,0.31800997,0.10791817
41,9,0.22499642,0.06856489,0.35187533,0.0
6,0,0.17429157,0.058891494,0.29107174,0.0
6,1,0.33646354,0.050413173,0.41700625,0.17542973
6,2,0.322014,0.089731336,0.52049625,0.2012287
6,3,0.2946277,0.10792712,0.5364232,0.18846494
6,4,0.1599489,0.039111372,0.23898113,0.094483405
6,5,0.13772984,0.031827144,0.24118944,0.09562162
6,6,0.19490807,0.071485445,0.32810774,0.07340502
6,7,0.19788973,0.07826931,0.34144557,0.074647
6,8,0.15639883,0.039964434,0.31162938,0.10446823
6,9,0.15383476,0.059971225,0.3220486,0.0
5,0,0.17810766,0.12291221,0.71514326,0.0
5,1,0.23881611,0.09827205,0.37704188,0.054368474
5,2,0.2460286,0.100259006,0.3611027,0.06605463
5,3,0.25881526,0.12069498,0.43718722,0.054513898
5,4,0.22962585,0.12118885,0.4240345,0.047565572
5,5,0.17481579,0.07165029,0.3174191,0.06695399
5,6,0.13743897,0.06768486,0.3035025,0.052347593
5,7,0.12138769,0.029449407,0.16967377,0.065709084
5,8,0.13204175,0.044503164,0.21896076,0.054039896
5,9,0.13324316,0.07103582,0.32636547,0.0
