,pole_id,height_id,red_hist_mean,red_hist_std,green_hist_mean,green_hist_std,blue_hist_mean,blue_hist_std,kernel_0_mean,kernel_0_std,kernel_0_max,kernel_0_min,kernel_1_mean,kernel_1_std,kernel_1_max,kernel_1_min,kernel_10_mean,kernel_10_std,kernel_10_max,kernel_10_min,kernel_11_mean,kernel_11_std,kernel_11_max,kernel_11_min,kernel_12_mean,kernel_12_std,kernel_12_max,kernel_12_min,kernel_13_mean,kernel_13_std,kernel_13_max,kernel_13_min,kernel_14_mean,kernel_14_std,kernel_14_max,kernel_14_min,kernel_15_mean,kernel_15_std,kernel_15_max,kernel_15_min,kernel_16_mean,kernel_16_std,kernel_16_max,kernel_16_min,kernel_17_mean,kernel_17_std,kernel_17_max,kernel_17_min,kernel_2_mean,kernel_2_std,kernel_2_max,kernel_2_min,kernel_3_mean,kernel_3_std,kernel_3_max,kernel_3_min,kernel_4_mean,kernel_4_std,kernel_4_max,kernel_4_min,kernel_5_mean,kernel_5_std,kernel_5_max,kernel_5_min,kernel_6_mean,kernel_6_std,kernel_6_max,kernel_6_min,kernel_7_mean,kernel_7_std,kernel_7_max,kernel_7_min,kernel_8_mean,kernel_8_std,kernel_8_max,kernel_8_min,kernel_9_mean,kernel_9_std,kernel_9_max,kernel_9_min,gray_hist_mean,gray_hist_std,hyper_pca_0_mean,hyper_pca_0_std,hyper_pca_1_mean,hyper_pca_1_std,hyper_pca_2_mean,hyper_pca_2_std,diameter_mean,diameter_std,diameter_mode,surface_density,middle_density,interior_density,height,diameter,surface_depth
10,30,0,66.52634,11.946262,45.52039,7.8387394,31.157686,6.470842,0.29985875,0.12597139,0.55308807,0.0,0.08803408,0.03844998,0.19797406,0.0,0.07305739,0.035996526,0.1575956,0.0,0.08271773,0.028813982,0.17666394,0.0,0.38756475,0.1799078,0.63506246,0.0,0.33588883,0.15350087,0.6146561,0.0,0.27498412,0.114554755,0.5269298,0.0,0.35513622,0.14467819,0.70743155,0.0,0.32249367,0.14182897,0.6221086,0.0,0.25432593,0.10189764,0.44932932,0.0,0.07744224,0.03897808,0.17463268,0.0,0.31012848,0.13386789,0.5906634,0.0,0.08330117,0.025934305,0.14574976,0.0,0.12456022,0.054135695,0.2743057,0.0,0.31760642,0.14314078,0.624388,0.0,0.09565343,0.08066035,0.42395294,0.0,0.069791056,0.06595652,0.3953041,0.0,0.30286825,0.13104562,0.57500875,0.0,43.46511,7.8138666,-0.00079089217,3.0708437e-05,-0.00014427803,4.853238e-06,-0.00016496863,1.2137017e-05,0.2314225682297724,0.0350681324508849,0.2299350579613422,16517.27734375,16933.341796875,17128.00390625,107.0,23.5,0.8589516878128052
11,30,1,77.94783,12.180227,53.7877,8.012156,38.667328,6.7044005,0.24046767,0.105781324,0.40556157,0.10922222,0.14496244,0.039366562,0.21223208,0.071734786,0.08181719,0.040824004,0.17468326,0.035658687,0.10191646,0.038656373,0.18344934,0.028684583,0.25525826,0.14527522,0.5201014,0.056416314,0.23628628,0.1232417,0.4431037,0.097187564,0.20992123,0.09422258,0.35888857,0.09613535,0.19337219,0.09322028,0.37396133,0.057466935,0.22339782,0.122185916,0.44496584,0.08444869,0.19785622,0.08902804,0.35137618,0.062712416,0.12463161,0.038236227,0.18731633,0.062224787,0.23777674,0.10924896,0.41814628,0.10243173,0.10181673,0.035462573,0.1977469,0.043665882,0.14472838,0.060980268,0.28321424,0.06891304,0.22786637,0.115632266,0.43260646,0.094365366,0.06754529,0.019145112,0.11427151,0.03503872,0.049729206,0.02095559,0.1016776,0.017195735,0.23035242,0.11064304,0.41679496,0.09981117,51.817802,8.0306225,-0.0007942608,1.0879046e-06,-0.00014498524,4.3371892e-07,-0.00016381171,2.5061544e-07,0.2170709002372073,0.0295654176399938,0.2241375900859828,15927.9853515625,16502.3984375,16993.0625,107.0,23.5,0.8591023087501526
12,30,2,88.33387,11.658127,61.03711,7.479118,44.763565,5.6867623,0.22573023,0.08375943,0.38184112,0.11784902,0.1731318,0.02363056,0.22036502,0.11893766,0.08864792,0.036832284,0.18459202,0.039679434,0.10561038,0.04518027,0.2377407,0.04108592,0.18898822,0.13031471,0.4347376,0.05484403,0.20028917,0.10621546,0.3906458,0.089072585,0.19024093,0.07471817,0.32688954,0.10346775,0.140486,0.08364492,0.3111914,0.057028398,0.18881826,0.10853033,0.4084376,0.0761384,0.17997737,0.07186594,0.32878914,0.07143767,0.127071,0.036099575,0.18750817,0.06577493,0.2172738,0.0889086,0.39044595,0.11360991,0.112778075,0.022013389,0.17066514,0.07315619,0.13841328,0.051402513,0.27711418,0.068376124,0.19987768,0.098550946,0.39809003,0.10125889,0.06838274,0.01661272,0.104194656,0.02873304,0.056707844,0.02571267,0.13300921,0.015491683,0.20986529,0.09073726,0.38653988,0.108655035,59.086502,7.4290586,-0.00079430727,1.0634052e-07,-0.00014500518,6.845853e-08,-0.00016379789,9.8417516e-08,0.2144085887986968,0.0377010755400921,0.2211102427032342,15477.2802734375,16139.37890625,16764.54296875,107.0,23.5,0.8593209981918335
13,30,3,92.23469,10.053293,62.978928,6.08798,46.153114,4.7317266,0.21595415,0.060331143,0.33325177,0.11866489,0.17032465,0.013160401,0.20324162,0.1384354,0.09083193,0.041989878,0.19636008,0.03971054,0.116352424,0.037364565,0.25005683,0.061423145,0.17739949,0.088602066,0.3589119,0.07116178,0.18943097,0.07643905,0.33965743,0.08643483,0.1838579,0.058771055,0.28387222,0.09058747,0.13355942,0.056690786,0.25703636,0.044304367,0.18235658,0.07694727,0.3512616,0.07043649,0.17473839,0.053496398,0.2929217,0.075612694,0.13692242,0.030881217,0.20322847,0.07451141,0.20590535,0.06396812,0.3369298,0.10209221,0.12141739,0.022860032,0.17799865,0.07423821,0.15678117,0.053291883,0.29903352,0.05865753,0.19024874,0.06984266,0.34085438,0.08579753,0.08624052,0.03195492,0.15702614,0.02906593,0.06665012,0.025206035,0.13034892,0.017780032,0.20056672,0.06387735,0.3349744,0.10573375,61.0575,6.0599704,-0.00079011935,3.5038574e-05,-0.00014547615,6.40383e-06,-0.00016496704,9.771987e-06,0.2140000587474066,0.0296494935223289,0.2191918512215999,15394.458984375,15783.1337890625,16448.08203125,107.0,23.5,0.85736083984375
14,30,4,99.03895,7.577017,66.624954,5.4473896,48.56198,4.943189,0.21982513,0.039644778,0.26888698,0.10499953,0.16041444,0.018426647,0.20454188,0.12097022,0.09763315,0.04861619,0.20488325,0.04180178,0.12421478,0.04601459,0.25590697,0.052359488,0.17981906,0.031256292,0.25861132,0.104126334,0.19054908,0.035347126,0.26372787,0.10206574,0.19076556,0.040814415,0.25307867,0.08313544,0.1459935,0.032417268,0.19901042,0.07520056,0.18768775,0.036327206,0.2568689,0.08144155,0.18222052,0.039033815,0.25121835,0.06262266,0.13732108,0.045833185,0.2431933,0.058155376,0.21007626,0.038189802,0.26804176,0.09922781,0.13893376,0.038505767,0.22167648,0.07078545,0.17387229,0.046075124,0.29419914,0.10565617,0.19242418,0.03353428,0.24761578,0.09720023,0.09829088,0.031018898,0.19755015,0.04524047,0.06119222,0.029346768,0.12226118,0.016130278,0.20257297,0.035228472,0.25118655,0.10203696,64.648575,5.4603376,-0.0007734571,9.31955e-05,-0.00014181358,3.1194242e-05,-0.00016363796,1.8596067e-05,0.2079086234786429,0.040266633280096,0.2183712513552978,15468.9052734375,15835.134765625,16474.150390625,107.0,23.5,0.8603363037109375
15,30,5,102.62509,6.7386775,69.20424,5.657809,50.673565,4.951945,0.24593505,0.025479345,0.28664234,0.19286473,0.1484214,0.036616433,0.22781876,0.08584983,0.11020756,0.044695385,0.21443437,0.05450654,0.12729208,0.037067696,0.21740101,0.055850185,0.21798584,0.031840164,0.30350712,0.15859994,0.2243335,0.029426655,0.29579622,0.1598222,0.21073695,0.018763904,0.24831842,0.15590069,0.16726652,0.052236475,0.30032957,0.1087552,0.21819572,0.033451375,0.3080987,0.14247154,0.20379719,0.021678746,0.26328555,0.14989722,0.15179993,0.04562532,0.2526642,0.056141138,0.237651,0.02562991,0.28979164,0.1844759,0.14416067,0.029657211,0.2111478,0.089751795,0.16561016,0.041689336,0.28878102,0.076536044,0.22286837,0.025458336,0.28699714,0.16235292,0.100722924,0.024595942,0.15887085,0.054203518,0.07235441,0.033497345,0.15503126,0.023550548,0.23288338,0.024742866,0.28241262,0.17315482,67.200096,5.573633,-0.00028275256,0.0012045283,-0.00030966898,0.0005990989,-6.792917e-05,0.00038740863,0.2150280217143145,0.0110161832982403,0.2137412643442196,15935.3681640625,16302.509765625,16387.966796875,107.0,23.5,0.8640278577804565
16,30,6,105.219406,5.330866,72.88003,4.696057,54.902985,4.357302,0.27534917,0.047006562,0.4184145,0.20967211,0.15581357,0.027920377,0.2227898,0.108170256,0.098850936,0.031681694,0.18636279,0.04942726,0.13310125,0.03251306,0.20341367,0.06845162,0.309959,0.040493023,0.3905543,0.21775451,0.28114522,0.046293985,0.4114365,0.21820849,0.24526577,0.05170724,0.40431607,0.18782383,0.23885822,0.059525274,0.4006602,0.13842314,0.26344788,0.054203495,0.42279252,0.15943485,0.23576234,0.056104936,0.40594006,0.16172203,0.16787204,0.054792773,0.29307273,0.08077359,0.27170613,0.04869667,0.41656864,0.19683328,0.1327856,0.028952882,0.18819511,0.06112154,0.1797126,0.06763741,0.38454053,0.08029589,0.26338232,0.050096598,0.41346583,0.18040873,0.09728671,0.037116732,0.23900013,0.05056733,0.06634529,0.032549344,0.13461939,0.016859792,0.26739928,0.048653204,0.41516882,0.19893724,70.95172,4.600224,-0.0007181546,0.0001279659,-0.00010737783,5.8569756e-05,-0.00014237533,2.8845781e-05,0.2122575482720473,0.017857167637216,0.2157011725653829,16207.9375,16318.9208984375,16104.3779296875,107.0,23.5,0.8616715669631958
17,30,7,114.39194,5.62316,82.48127,5.3894067,64.270226,4.984129,0.36701828,0.040732328,0.4349359,0.30407178,0.17807631,0.031477056,0.2563372,0.12393784,0.093520306,0.034348477,0.20768979,0.03729736,0.14719506,0.04076076,0.23847826,0.080565065,0.41066548,0.034921333,0.48241165,0.349981,0.38636953,0.04174227,0.45264035,0.3189288,0.33439487,0.05025423,0.4215921,0.26849642,0.33616337,0.067970306,0.47944576,0.22694238,0.36390382,0.049831375,0.44810492,0.26730123,0.31661925,0.059028555,0.4236637,0.21852858,0.17222323,0.061504405,0.2915429,0.09981909,0.36442596,0.041392904,0.4316419,0.2984475,0.13048871,0.028858135,0.19337645,0.07240635,0.17060573,0.05732431,0.33266667,0.07225592,0.3569701,0.04556276,0.428534,0.27732202,0.08600055,0.026038606,0.14544639,0.04250134,0.06917799,0.031088633,0.13866767,0.0191705,0.3596296,0.044590946,0.43299785,0.2849881,80.39984,5.2212887,-0.0002677313,0.00070304377,6.035138e-06,0.00022698328,-4.419834e-05,0.00013699771,0.202464916213292,0.0423248701570854,0.2147050002796227,16049.658203125,15325.4755859375,15901.904296875,107.0,23.5,0.858159065246582
18,30,8,117.18055,5.644877,85.6979,5.621392,66.96391,5.3953524,0.3721842,0.06854403,0.44548482,0.1895575,0.18818623,0.04608944,0.28979355,0.12491873,0.10847654,0.05603608,0.2769369,0.045275882,0.13942882,0.048184816,0.23344597,0.050536916,0.39792538,0.077663146,0.48320895,0.1893304,0.38605663,0.0800773,0.4618003,0.18113875,0.3379503,0.07115073,0.42828038,0.15589738,0.33679077,0.10871657,0.48754522,0.078394696,0.3661297,0.08000678,0.45131063,0.14321418,0.32005623,0.06965776,0.43379545,0.13329008,0.17421196,0.06109293,0.3276281,0.09848104,0.3689228,0.06954577,0.4437711,0.18402337,0.1382276,0.03777924,0.26786673,0.08284654,0.16813783,0.06129162,0.3247701,0.065314725,0.36179015,0.07396789,0.43997487,0.1644414,0.086619966,0.025901662,0.14916754,0.04381931,0.060466785,0.026940832,0.13384476,0.014394795,0.3643209,0.07305311,0.44156057,0.15939142,83.359436,5.4740295,0.00053683226,0.0018359645,0.00044094614,0.00068601,0.00049997034,0.00061645015,0.2126409192741419,0.0277377851123319,0.2169477273121489,15874.7880859375,15015.4619140625,15763.041015625,107.0,23.5,0.8574483394622803
19,30,9,111.86713,6.438106,81.39316,6.8332796,61.70146,6.627277,0.24144314,0.1136179,0.42452016,0.0,0.13252693,0.069808856,0.25591192,0.0,0.09678608,0.03972096,0.19608194,0.0,0.12682821,0.045101926,0.20641999,0.0,0.18706071,0.092538826,0.41045603,0.0,0.2145183,0.11275346,0.4200095,0.0,0.2101319,0.10545597,0.38585085,0.0,0.22382301,0.09557112,0.3739211,0.0,0.24099301,0.11023817,0.42497247,0.0,0.2104845,0.10093808,0.38504165,0.0,0.11545921,0.060252465,0.29870695,0.0,0.24788532,0.107389495,0.42621216,0.0,0.132954,0.05054499,0.28144288,0.0,0.15128951,0.06174535,0.2953514,0.0,0.2558097,0.0973312,0.41834542,0.0,0.09879787,0.04943096,0.3060987,0.0,0.07005642,0.038794477,0.17582388,0.0,0.24457528,0.1048493,0.4180547,0.0,78.67389,6.5784655,0.0037591003,0.003447134,0.0016376135,0.0009767084,0.0018164101,0.0010170606,0.1857896868053893,0.0569544294469122,0.2059405784109486,16120.5712890625,15575.244140625,17784.791015625,107.0,23.5,0.856072187423706
20,41,0,55.872746,5.8125777,42.223976,2.576682,31.127104,3.0734303,0.21518761,0.051460844,0.27730343,0.0,0.141248,0.052527558,0.23201197,0.0,0.09398062,0.03720774,0.22910935,0.0,0.096191004,0.037032943,0.17400283,0.0,0.2480233,0.11832729,0.5287702,0.0,0.21572877,0.06851717,0.362368,0.0,0.17578034,0.04404806,0.24062178,0.0,0.16183813,0.08783714,0.39314833,0.0,0.17760159,0.05620079,0.30002445,0.0,0.13268957,0.038290713,0.21815813,0.0,0.124594815,0.05744348,0.21555449,0.0,0.21411423,0.051046293,0.32173634,0.0,0.11713047,0.037555933,0.224561,0.0,0.11130761,0.03434588,0.2189259,0.0,0.20685412,0.05693771,0.36971807,0.0,0.08852808,0.08135737,0.4534285,0.0,0.07229314,0.0649365,0.30569515,0.0,0.20723335,0.047542013,0.31345272,0.0,40.37362,2.9594235,-0.0007269213,0.00010849992,-0.00013132469,2.3763178e-05,-0.00017631073,2.7272936e-05,0.2349504810135357,0.0156347695093518,0.239707521447228,20935.69921875,20746.5,21312.75390625,101.5,22.5,0.7542990446090698
