pole_id,height_id,kernel_0_mean,kernel_0_std,kernel_0_max,kernel_0_min
0,0,0.19506298,0.063694574,0.42565334,0.0
0,1,0.17641461,0.027503233,0.21794283,0.1101346
0,2,0.1820918,0.019318426,0.22445689,0.13287741
0,3,0.201333,0.041576114,0.2742843,0.124652214
0,4,0.20090912,0.031020908,0.26129764,0.14177047
0,5,0.22945255,0.024532499,0.29662007,0.18815069
0,6,0.26702777,0.041407794,0.3605318,0.2036834
0,7,0.30735233,0.061699897,0.46463445,0.22277018
0,8,0.32839176,0.062590495,0.46289438,0.17393199
0,9,0.19597682,0.07269774,0.35164183,0.0
30,0,0.29985875,0.12597139,0.55308807,0.0
30,1,0.24046767,0.105781324,0.40556157,0.10922222
30,2,0.22573023,0.08375943,0.38184112,0.11784902
30,3,0.21595415,0.060331143,0.33325177,0.11866489
30,4,0.21982513,0.039644778,0.26888698,0.10499953
30,5,0.24593505,0.025479345,0.28664234,0.19286473
30,6,0.27534917,0.047006562,0.4184145,0.20967211
30,7,0.36701828,0.040732328,0.4349359,0.30407178
30,8,0.3721842,0.06854403,0.44548482,0.1895575
30,9,0.24144314,0.1136179,0.42452016,0.0
41,0,0.21518761,0.051460844,0.27730343,0.0
41,1,0.2826187,0.041545462,0.3850217,0.19029124
41,2,0.28060654,0.052726407,0.38000992,0.19054964
41,3,0.26010346,0.031626523,0.32968402,0.19710234
41,4,0.21817978,0.040243533,0.29562882,0.139733
41,5,0.20879126,0.045156408,0.28567776,0.11890192
41,6,0.20460083,0.05120624,0.3111756,0.117041215
41,7,0.21384354,0.052349366,0.31743073,0.102619335
41,8,0.22226489,0.06255306,0.32015043,0.09715136
41,9,0.20206466,0.060163446,0.29149646,0.0
6,0,0.17819683,0.072220534,0.3048251,0.0
6,1,0.34537408,0.05277288,0.43098566,0.18737802
6,2,0.33849564,0.09110945,0.544561,0.20870984
6,3,0.3114188,0.108907655,0.55624217,0.1935404
6,4,0.17477116,0.04257902,0.27983046,0.10368102
6,5,0.15529467,0.037262574,0.28163302,0.11049507
6,6,0.21728893,0.07434295,0.35699728,0.089793414
6,7,0.21656197,0.07829899,0.37086132,0.09048691
6,8,0.17397682,0.035403572,0.3028139,0.13113749
6,9,0.15332158,0.062822305,0.31267062,0.0
5,0,0.16663334,0.11331026,0.59759885,0.0
5,1,0.24163899,0.08966837,0.35843027,0.07172282
5,2,0.25143918,0.09306316,0.36597255,0.08403041
5,3,0.26566392,0.11418481,0.44073328,0.07145369
5,4,0.23608254,0.11614105,0.43232876,0.065642074
5,5,0.19088227,0.067520775,0.33589828,0.08829072
5,6,0.16041993,0.0696154,0.29823804,0.0759736
5,7,0.14327982,0.03264338,0.20465091,0.0942668
5,8,0.15304688,0.044518035,0.22386602,0.06914589
5,9,0.13241602,0.07089046,0.27343258,0.0
