pole_id,height_id,kernel_10_mean,kernel_10_std,kernel_10_max,kernel_10_min
0,0,0.08339862,0.035241067,0.18207985,0.0
0,1,0.08002856,0.033919673,0.14597249,0.027378835
0,2,0.08718621,0.033372942,0.15401874,0.029538482
0,3,0.0853775,0.02707747,0.14778471,0.036677834
0,4,0.06999703,0.01876488,0.10894367,0.03917406
0,5,0.07504967,0.033806466,0.16117269,0.030303825
0,6,0.08657285,0.028281536,0.14797556,0.04082838
0,7,0.09926945,0.031192545,0.173356,0.04142829
0,8,0.09371161,0.04116829,0.20584306,0.04481895
0,9,0.07825225,0.033541918,0.15183076,0.0
30,0,0.07305739,0.035996526,0.1575956,0.0
30,1,0.08181719,0.040824004,0.17468326,0.035658687
30,2,0.08864792,0.036832284,0.18459202,0.039679434
30,3,0.09083193,0.041989878,0.19636008,0.03971054
30,4,0.09763315,0.04861619,0.20488325,0.04180178
30,5,0.11020756,0.044695385,0.21443437,0.05450654
30,6,0.098850936,0.031681694,0.18636279,0.04942726
30,7,0.093520306,0.034348477,0.20768979,0.03729736
30,8,0.10847654,0.05603608,0.2769369,0.045275882
30,9,0.09678608,0.03972096,0.19608194,0.0
41,0,0.09398062,0.03720774,0.22910935,0.0
41,1,0.0989992,0.019524464,0.1422205,0.058690347
41,2,0.111691415,0.036341343,0.21430734,0.04962912
41,3,0.09455246,0.034468077,0.1874175,0.040460665
41,4,0.09948478,0.04102331,0.22103243,0.042721204
41,5,0.0955813,0.038591065,0.21106765,0.043765433
41,6,0.09614831,0.027152324,0.16242221,0.05358299
41,7,0.10690256,0.05614567,0.23589042,0.0403043
41,8,0.120914556,0.05737255,0.28635958,0.0370863
41,9,0.080399744,0.042804815,0.19078006,0.0
6,0,0.09007723,0.041375987,0.21959698,0.0
6,1,0.09243519,0.0291576,0.19668406,0.041692566
6,2,0.09302913,0.024172891,0.1505534,0.050005548
6,3,0.09572561,0.027699513,0.16137272,0.05284624
6,4,0.09562275,0.024652677,0.14748108,0.048716396
6,5,0.11114332,0.030317819,0.17532802,0.045929182
6,6,0.079645686,0.023909038,0.13852686,0.034391742
6,7,0.07341004,0.027581519,0.1422873,0.028784327
6,8,0.06688653,0.030096972,0.12790494,0.022289194
6,9,0.060765743,0.02398156,0.12463304,0.0
5,0,0.07756147,0.036200427,0.19533572,0.0
5,1,0.073656194,0.017613484,0.11028905,0.038502708
5,2,0.06843763,0.01692288,0.10911838,0.033677027
5,3,0.07173037,0.020217905,0.13509123,0.04556069
5,4,0.08165173,0.029394008,0.15598258,0.037652504
5,5,0.10331737,0.03682754,0.21354489,0.05795767
5,6,0.09778429,0.03277429,0.18223083,0.038565483
5,7,0.08288172,0.02873503,0.17382082,0.033197127
5,8,0.08105049,0.033949245,0.17935018,0.032205317
5,9,0.08659648,0.042734288,0.20386545,0.0
